Country;Name;Totalfollowers;followerspain;authenticengament;Account2;Links;Category;Subcategory;Subcategory 2;Subcategory 3;Country.1;Marcas1;Marcas2;Marcas3;Marcas4;Marcas5;Marcas6;Marcas7;Marcas8;Marcas9;Marcas10;Tik Tok;Youtube;Twitter;%offemales
Spain;Georgina Rodriguez ;36200000;3000000;2300000;georginagio;https://www.instagram.com/georginagio/?hl=es;Fashion;Lifestyle;Clothing & Outfits;Unknown;spain;@cristiano,;@dolcegabbana,;@pasqualebruni,;@ermannoscervino,;@bellacanvas,;@less_app,;@suspiciousantwerp,;@louisvuitton,;@nicolasgerardin,;@stephanebodin;Unknown;Unknown;Unknown;50.9 %
Egypt; Dorra Zarrouk;15300000;1000000;74500;dorra_zarrouk;https://www.instagram.com/dorra_zarrouk/?hl=es;Fashion;Cinema & Actors/actresses;Unknown;Unknown;spain;@youmnamoustafa,;@monagamalofficial,;@haymanics,;@beitelsurastudio,;@mrarnaut,;@voguearabia,;@domenvandevelde,;@pablo_patane,;@dolcegabbana,;@ezio_diaferia_;Unknown;23000;163000;28.8 %
Unknown; Memes | Diy | Comedy | 5minute ;13800000;570200;37400;tutorialsgallery;https://www.instagram.com/tutorialsgallery/?hl=es;Fashion;Art/Artists;Unknown;Unknown;spain;@tutorialsgallery,;@amauryguichon,;@blusherglam,;@jessicarose_makeup,;@dicadalah,;@the.cookieholic,;@guldies,;@bonnenuitpatisserie,;@cakemail,;@sarah.h.skinny;Unknown;Unknown;Unknown;67.8 %
Brazil; Alessandra Ambrosio ;10800000;511900;21800;alessandraambrosio;https://www.instagram.com/alessandraambrosio/?hl=es;Fashion;Modeling;Unknown;Unknown;spain;@omega,;@stewartshining,;@galfloripa,;@anjalouise.a.m,;@harpersbazaarus,;@therealpeterlindbergh,;@mosalah,;@peggysirota,;@kateahazell],;@lorettadegoede;Unknown;Unknown;3400000;46.1 %
Unknown; Valentino ;16300000;660400;10600;maisonvalentino;https://www.instagram.com/maisonvalentino/?hl=es;Fashion;Unknown;Unknown;Unknown;spain;@pppiccioli,;@layzhang,;@anwarspc,;@janetmock,;@tinaleung,;@aminamuaddi,;@carodaur,;@gildaambrosio,;@germanlarkin,;@fkatwigs;Unknown;Unknown;2235869;
Spain; Maria Pombo;2400000;1600000;59200;mariapombo;https://www.instagram.com/mariapombo/?hl=es;Fashion;Family;Unknown;Unknown;spain;@tipitent,;@mango,;@marcosplazaretamosa,;@calzedonia,;@agathaparisspain,;@bobbibrownes,;@tomasparamo,;@pablocastellano86,;@springfieldmw,;@danicristirod;310100;246000;Unknown;71.7 %
United States; Michael Kors ;17100000;721600;8700;michaelkors;https://www.instagram.com/michaelkors/?hl=es;Fashion;Clothing & Outfits;Accessories & Jewellery;Unknown;spain;@bellahadid,;@voguemagazine,;@godslovenyc,;@austinaugie,;@dickpageface,;@mayowanicholas,;@tinaleung,;@olafarahat,;@maryleest,;@jessicawang;350000;201000;3381188;69.0 %
Spain; Aida Domenech ;3000000;1300000;34600;dulceida;https://www.instagram.com/dulceida/?hl=es;Fashion;Unknown;Unknown;Unknown;spain;@albapaulfe,;@dior,;@tezenisofficial,;@albertmullor,;@maccosmetics_es,;@icanteachyou,;@leftiesofficial,;@ferragamo,;@hyattcentricmadrid,;@mtvspain;700000;2180000;Unknown;73.6 %
Brazil;Alex Top Dancer;1300000;238400;56200;alextopdancerr;https://www.instagram.com/alextopdancerr/?hl=es;Fashion;Music;Art/ Artists;Modeling;spain;@josearob.photo;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;2900000;Unknown;80500;0%
Spain;Paula Echevarria;3600000;1300000;27100;pau_eche;https://www.instagram.com/pau_eche/?hl=es;Fashion;Modeling;Unknown;Unknown;spain;@elle_spain,;@mango,;@coolthesack,;@tousjewelry,;@calzedonia,;@maggiesweetspain,;@fetichesuances,;@browniespain,;@stradivarius,;@gucci;250600;39000;Unknown;74.6 %
Spain;Cristina Pedroche;3000000;1800000;17100;cristipedroche;https://www.instagram.com/cristipedroche/?hl=es;Fashion;Unknown;Unknown;Unknown;spain;@santumestetica,;@s,;@intiminaspain,;@womenshealthesp,;@vikikacosta,;@elgoxo,;@soyanika,;@mienfermerafavorita,;@intimina,;@saveagirlsaveageneration;1300000;Unknown;2185541;71.0 %
Unknown; Melyssa Pinto ;1200000;843400;14200;melyssapiinto;https://www.instagram.com/melyssapiinto/?hl=es;Fashion;Lifestyle;Unknown;Unknown;spain;@melyssapiinto,;@in__albis,;@i.pan.p,;@sax_accessories,;@pprimor,;@wicker.store,;@andreaa_lalala,;@shein_spain,;@lamoda,;@sheinofficial;386700;Unknown;Unknown;Unknown
Spain; Vicky Martín Berrocal ;1100000;607300;13200;vickymartinberrocal;https://www.instagram.com/vickymartinberrocal/?hl=es;Fashion;Lifestyle;Modeling;Unknown;spain;@rociomartinberrocal,;@victoria.coleccion,;@albadiazmartin,;@verdelimon_swimwear,;@carrefoures,;@tamara_falco,;@borisizaguirre,;@felixgomezactor,;@pazvegaofficial,;@latingrammy;Unknown;Unknown;206800;75.0 %
United States; CAROLINA HERRERA ;6100000;587900;1900;carolinaherrera;https://www.instagram.com/carolinaherrera/?hl=es;Fashion;Beauty;Shopping & Retail;Unknown;spain;@wesgordon,;@karliekloss,;@kodewithklossy,;@wesgordon.,;@javier_biosca,;@harpersbazaares,;@sarafernandezcastro_,;@kleykafe.,;@sashaluss,;@zoeydeutch;100000;100000;Unknown;75.4 %
France; Erika Choperena ;341000;88400;21700;eri_chope;https://www.instagram.com/eri_chope/?hl=es;Fashion;Modeling;Unknown;Unknown;spain;@anaantic,;@dior,;@henry.querales;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;71.4 %
Spain; Pelayo Diaz Zapico ;1000000;324000;5200;pelayodiaz;https://www.instagram.com/pelayodiaz/?hl=es;Fashion;Lifestyle;Unknown;Unknown;spain;@versace,;@dior,;@balmain,;@marta_torne,;@rogergual,;@papowaisman,;@uniqlo,;@uniqlo_es,;@icanteachyou,;@livenationesp;169200;Unknown;119000;47.8 %
Spain; Aina Simon ;360800;193500;12100;aina.simon;https://www.instagram.com/aina.simon/?hl=es;Fashion;Lifestyle;Travel;Unknown;spain;@onepiece,;@bershka,;@adika,;@mumuso.es,;@cacharelparfums,;@drumwit,;@bosanovaoficial,;@mariapascual,;@public_desire,;@esenciavanilla;19000;Unknown;Unknown;75.3 %
Unknown;Glowrias;463100;302200;8400;glowrias;https://www.instagram.com/glowrias/?hl=es;Fashion;Fashion;Clothing & Outfits;Unknown;spain;@sarasedo,;@lautenllado,;@mpapelaiz,;@carmen_cm99,;@nataliaosona,;@judiit.torres,;@glowrias,;@verseapp,;@.,;@mariaa.lrh;Unknown;Unknown;Unknown;Unknown
Unknown; Pronovias ;2000000;406200;1900;pronovias;https://www.instagram.com/pronovias/?hl=es;Fashion;Clothing & Outfits;Accessories & Jewellery;Unknown;spain;@mallorysparklesphoto,;@elsimpsonphotography,;@prisma_blanco_fotografia,;@enistollumi,;@geraldina_sposa,;@ainara.zcn,;@kleinfeldbridal,;@gabriellehurwitz,;@alessandrarinaudo,;@adelina.pestritu;Unknown;Unknown;47208;Unknown
United States; Sara Escudero ;1100000;244100;1600;collagevintage;https://www.instagram.com/collagevintage/?hl=es;Fashion;Travel;Unknown;Unknown;spain;@collagevintage2,;@sincerelyjules,;@tamaracomolli,;@marcia_zhao,;@tresemme,;@diegoanciano,;@needleandthreadlondon,;@alohas,;@maaji,;@cruzrojaesp;Unknown;Unknown;Unknown;75.9 %
Spain; Ana Moya ;396700;206500;3800;anamoyacalzado;https://www.instagram.com/anamoyacalzado/?hl=es;Fashion;Lifestyle;Modeling;Unknown;spain;@anamoyacollection,;@beautyexpertlancome,;@lancomeofficial,;@leftiesofficial,;@pandaclubmad,;@maluma,;@ricky_martin,;@bheavengranada,;@barcelocarmengranada,;@cruzcampo;Unknown;18100;Unknown;77.7 %
Spain; Aliss Blond ;399700;154800;3700;aliss_blond;https://www.instagram.com/aliss_blond/?hl=es;Fashion;Unknown;Unknown;Unknown;spain;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Spain; Lati Fashion ;269700;114700;4900;lati.fashion;https://www.instagram.com/lati.fashion/?hl=es;Fashion;Lifestyle;Unknown;Unknown;spain;@aynadesign.oficial,;@rheaven.shop,;@muslimah_fashion_boutiquee,;@sheinofficial,;@usamaamarani,;@pincay_es,;@bycocobebe,;@kitabaswood,;@milanojewelleryofficial,;@kenza_cosmetics;217000;137000;Unknown;
Spain; Beatriz Estrada ;390300;220800;3600;beatrizestraada;https://www.instagram.com/beatrizestraada/?hl=es;Fashion;BEauty;Music;Unknown;spain;@sheinofficial,;@s,;@shein_spain,;@madam_glam,;@equa_espana.,;@myequa,;@beatrizestraada,;@optica_optima.,;@desenio,;@danielwellington;67400;Unknown;Unknown;
Spain; Natalia | Fashion | lifestyle ;492100;64000;2700;guapa.para.papa;https://www.instagram.com/guapa.para.papa/?hl=es;Fashion;Modeling;Beauty;Unknown;spain;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Unknown; Invitada Trendy By Conde ;330000;162300;3600;invitadatrendy;https://www.instagram.com/invitadatrendy/?hl=es;Fashion;Unknown;Unknown;Unknown;spain;@invitadatrendy,;@teresaandresgonzalvo,;@martalozanop,;@aliciaruedaatelier,;@s,;@mariapombo,;@rocio0sorno,;@victoria.coleccion,;@lorenasanjose_photographer,;@blanca_suarez;Unknown;Unknown;Unknown;
Spain; Teresa Bass ;331100;222900;3500;teresa_bass;https://www.instagram.com/teresa_bass/?hl=es;Fashion;Beauty;Lifestyle;Unknown;spain;@foodspring_es,;@inma.bass,;@tezenisofficial,;@syoss,;@lorealparis,;@s,;@rocio0sorno,;@cosmopolitan_es,;@theofficialpandora,;@maybelline_es.;Unknown;Unknown;Unknown;77.0 %
Spain; Ane Hernado;299300;159800;3500;lookandchic;https://www.instagram.com/lookandchic/?hl=es;Fashion;Clothing & Outfits;Unknown;Unknown;spain;@lookandchicshop,;@zara,;@chloe,;@the_amisy_company,;@s,;@alaznemontero,;@furundarenapelukerak,;@itshoes,;@abbacinobags,;@libertywalk.pt;Unknown;15400;Unknown;78.8 %
Unknown;Marta Alonso;209800;64200;4200;marta.hallo;https://www.instagram.com/marta.hallo/?hl=es;Fashion;Clothing & Outfits;Lifestyle;Unknown;spain;@marta.hallo;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;880200;Unknown;Unknown;Unknown
Spain;Nieves Álvarez ;385400;223700;2300;officialnievesa;https://www.instagram.com/officialnievesa/?hl=es;Fashion;Fashion;Modeling;Unknown;spain;@valero_rioja,;@flashmodatve,;@bulgari,;@avellaneda_eu,;@maserati_es,;@aquazzura,;@victorblancostudio,;@pilarlucasmakeup,;@rrnegro,;@franmarto;Unknown;Unknown;487250;63.6 %
Spain;Helen Lindes Griffiths ;353500;216500;2400;helenlindesgrif;https://www.instagram.com/helenlindesgrif/?hl=es;Fashion;Modeling;Family;Unknown;spain;@elle_spain,;@martaasturias,;@rowenta_es,;@rudy5fernandez,;@pablorobledo_co,;@jimmychoo,;@s,;@doctor.rafik,;@elcorteingles,;@reyesembid;39000;44239;Unknown;
Spain;Belén Canalejo;259399;139600;3300;balamoda;https://www.instagram.com/balamoda/?hl=es;Fashion;Shows;Lifestyle;Unknown;spain;@balamoda,;@youtube,;@abbacinobags,;@esteelauder_es,;@ivooxcom,;@spotifyspain,;@amazonfashioneu,;@balamoda_shop,;@loewe,;@clinique_es.;Unknown;419000;69000;82.7 %
Spain;Fashion Consultant - Naty ;267900;130699;2800;natyabascal;https://www.instagram.com/natyabascal/?hl=es;Fashion;Unknown;Unknown;Unknown;spain;@bulgari,;@aquazzura,;@giambattistavalliparis,;@eliesaabworld,;@vbhoek,;@pppiccioli,;@holacom,;@giambattistavalli,;@etro,;@beatrizmatallana;Unknown;Unknown;Unknown;67.7 %
Spain;Kuroha ;186700;42100;3700;kurohabh;https://www.instagram.com/kurohabh/?hl=es;Fashion;Photography;Modeling;Unknown;spain;@suicidegirls,;@jorgeportugal.photo,;@josselynramirez13,;@ilustrode,;@javibalan,;@ivanruizfoto,;@alessaberry,;@burlesque_madrid,;@anastasiabeverlyhills,;@abh_europe;Unknown;Unknown;Unknown;14.0 %
Spain;Zara Addiction ;838700;380400;806;zaraaddiction;https://www.instagram.com/zaraaddiction/?hl=es;Fashion;Clothing & Outfits;Modeling;Unknown;spain;@anbe.madrid,;@lorenagodoy,;@mariapintadohdez,;@puravidaclothes,;@msorianob,;@isabelcamposr,;@bridalada,;@meriurba,;@lauucanero,;@sarafructuoso;Unknown;Unknown;Unknown;79.2 %
Unknown;Mihail Amoli ;104500;36900;6100;mishoamoli;https://www.instagram.com/mishoamoli/?hl=es;Fashion;Lifestyle;Modeling;Unknown;spain;@imadskhairiph,;@htclosangeles,;@goat,;@horiznstudios,;@a,;@mishoamoli,;@classified.fls,;@s,;@zeustreetwear,;@giogoi_1988;79700;59200;Unknown;Unknown
Spain;Pilar De Arce ;338500;158800;2000;pilardearce;https://www.instagram.com/pilardearce/?hl=es;Fashion;Fashion;Modeling;Unknown;spain;@mariakalasdonostia,;@zara,;@kumuricollection,;@hm,;@magnolia.donostia,;@parfois,;@annamorabrunella,;@massimodutti,;@oh_valenciacool,;@brendazarofficial;Unknown;Unknown;Unknown;73.9 %
Spain;Tatiane Dos Santos ;184800;60100;3300;tatiane_d.santos;https://www.instagram.com/tatiane_d.santos/?hl=es;Fashion;Beauty;Modeling;Unknown;spain;@carcheserrano226,;@soukmadinatjumeirah,;@rogerboudiwan,;@gigiboudiwan7,;@burjkhalifa,;@vilabrasiles,;@divulga.madrid,;@tds_tatianedossantos,;@outlook.es,;@tadorotuduri;Unknown;Unknown;Unknown;50.5 %
Spain; ELLE España ;1000000;528500;636;elle_spain;https://www.instagram.com/elle_spain/?hl=es;Fashion;Fashion;Clothing & Outfits;Unknown;spain;@penelopecruzoficial,;@ninomunoz,;@martharevelo,;@gema_veiga,;@giambattistavalliparis,;@mariosierrafotografo,;@barbaragarralda,;@sylviamontoliuelle,;@rafagallar,;@vickymarcosg;Unknown;Unknown;Unknown;77.9 %
Unknown; Anna Messa ;175300;44800;3000;anna_m_n_;https://www.instagram.com/anna_m_n_/?hl=es;Fashion;Unknown;Unknown;Unknown;spain;@mango,;@the_amisy_company,;@zara.,;@louisvuitton,;@motelrocks,;@cristinacerqueiras,;@chic2chic_bisuteria,;@myurbanparadise,;@converse,;@algodeanita;Unknown;Unknown;Unknown;
Spain; Lidia Bedman;232400;166300;2200;lidiabedman;https://www.instagram.com/lidiabedman/?hl=es;Fashion;Fashion;Beauty;Unknown;spain;@hilarensuenos,;@s,;@oui_novias,;@bggcouture,;@modaabascal,;@marcela_and_co,;@dia_la_natura,;@rafaralta,;@cherubinaofficial,;@palaciodelretirohotel;Unknown;Unknown;Unknown;79.2 %
United States; Anastasia Achikhmina;401500;81600;1400;aanas.tasia_;https://www.instagram.com/aanas.tasia_/?hl=es;Fashion;Modeling;Beauty;Unknown;spain;@gabito.rohh,;@sararodriguezphoto,;@belenmartijunco,;@xaviersaer,;@emporioarmani,;@bellaalexandras,;@alara.jale,;@loroso_official,;@panconchocolatekids,;@massimozanusso;Unknown;Unknown;Unknown;47.1 %
Unknown; Mon Atelier | Academia de Moda ;192000;92200;2600;monatelier1987;https://www.instagram.com/monatelier1987/?hl=es;Fashion;Unknown;Unknown;Unknown;spain;@cricut_es,;@s,;@clovermfg,;@bybettypaz,;@seervzla,;@monatelier.studio,;@telas__es,;@cricut;Unknown;Unknown;Unknown;Unknown;Unknown;0%
Spain; Marta Álamo;282100;172900;1700;martalopezalamo;https://www.instagram.com/martalopezalamo/?hl=es;Fashion;Modeling;Beauty;Unknown;spain;@hunkemoller,;@meshki,;@houseofcbes,;@swimdaysoficial,;@sheinofficial,;@21buttons_es,;@shein_spain,;@missworldspain,;@ikrush_,;@loungeunderwear;63500;Unknown;Unknown;53.7 %
Spain;Ali Morón;259300;68100;1800;aliimoron;https://www.instagram.com/aliimoron/?hl=es;Fashion;Fashion;Lifestyle;Unknown;spain;@benalfest,;@posterstore,;@mrwonderful_,;@llamalomagia,;@frasesescritasparatii,;@unrinconmaravilloso,;@dimetucomoloves,;@rivertobay,;@treasurybrisbane,;@julitaerre;Unknown;Unknown;Unknown;73.7 %
Spain; Roneo ;135700;22300;3300;roneooficial;https://www.instagram.com/roneooficial/?hl=es;Fashion;Lifestyle;Modeling;Unknown;spain;@boohoomanofficial,;@dentalclinicantalya,;@sinnersattire,;@cernucci,;@youcancallmejezzy,;@mariasanduran,;@spotifyspain,;@itunes,;@amazonmusices,;@tiktoklatam;?;Unknown;Unknown;
Spain; CAMILLE by Silvia ;199400;116100;2200;camillebys_;https://www.instagram.com/camillebys_/?hl=es;Fashion;Unknown;Unknown;Unknown;spain;@uterqueofficial,;@mango,;@zara,;@mintandrose,;@ysl,;@converse,;@instagram,;@hm,;@adidas_es,;@mohelstore;Unknown;Unknown;Unknown;
Spain; Marianela ;201500;77900;2000;marilynsclosetb;https://www.instagram.com/marilynsclosetb/?hl=es;Fashion;Family;Unknown;Unknown;spain;@marilynsclosetb,;@s,;@zara,;@pontetoptop,;@danielwellington,;@albertomahtani,;@blumynt_shop,;@juanvidalpeluqueros,;@esteelauder_es,;@lorealparis;Unknown;Unknown;Unknown;78.1 %
Spain;Gianinetto;123200;17400;3400;gianinetto_;https://www.instagram.com/gianinetto_/?hl=es;Fashion;Beauty;Modeling;Unknown;spain;@gianinetto_;@maitealonsso,;@sorpresastoday,;@thewolfelondon,;@jara_fhoto,;@crystalgift.uk,;@j.calomfirescu,;@sandflairofficial,;@sorteos_ofic,;@iamsammysantana,;Unknown;Unknown;Unknown;
Unknown;Jose Rueda;132000;59100;3000;josiito.12;https://www.instagram.com/josiito.12/?hl=es;Fashion;Modeling;Sports with a ball;Unknown;spain;@josiito.12]];Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;492600;Unknown;Unknown;Unknown
Italy;Cristiano Ronaldo ;411600000;18300000;5800000;cristiano;https://www.instagram.com/cristiano/?hl=es;Sportballers;Sports with a ball;Unknown;Unknown;spain;@insparya_es,;@visitmadeira,;@piersmorgan,;@sixpad_europe,;@clear.haircare,;@martavsilva10,;@gggboxing,;@jettlyprivatejets,;@netizeniseng,;@museucr7funchal;Unknown;Unknown;98000000;22.3 %
France; Leo Messi ;311500000;29300000;4500000;leomessi;https://www.instagram.com/leomessi/?hl=es;Sportballers;Sports with a ball;Family;Unknown;spain;@adidasfootball,;@themessistore,;@thg.agency,;@jacobandco,;@unicef,;@francefootball,;@afaseleccion,;@laureussport,;@netizeniseng,;@miguelruizfcb;Unknown;1310000;Unknown;27.5 %
Unknown; Neymar ;171300000;5400000;2000000;neymarjr;https://www.instagram.com/neymarjr/?hl=es;Sportballers;Sports with a ball;Unknown;Unknown;spain;@gilcebola,;@dieselfragrances,;@gabrielmedina,;@nike,;@martinezvini,;@jotaamancio,;@danialves,;@furiagg,;@jukagod,;@dannw0w;Unknown;3170000;56000000;35.1 %
France; Kylian Mbappe;67700000;6300000;2800000;k.mbappe;https://www.instagram.com/k.mbappe/?hl=es;Sportballers;Sports with a ball;Unknown;Unknown;spain;@psg,;@nikefootball,;@neymarjr,;@gabrielmedina,;@jumpman23,;@o.dembele7,;@kimpembe3,;@pelegacy,;@bulkhomme_fr,;@bulkhomme_uk;Unknown;Unknown;Unknown;32.3 %
Spain; Real Madrid C.F. ;111900000;20900000;596400;realmadrid;https://www.instagram.com/realmadrid/?hl=es;Sportballers;Sports with a ball;Unknown;Unknown;spain;@vinijr,;@realmadrid,;@sergioramos,;@brahim,;@marcelotwelve,;@iscoalarcon,;@emirates,;@garethbale11,;@raulgonzalez,;@toni.kr8s;11299999;7220000;?;16.7 %
Spain; FC Barcelona ;106100000;8100000;355300;fcbarcelona;https://www.instagram.com/fcbarcelona/?hl=es;Sportballers;Sports with a ball;Unknown;Unknown;spain;@fcbarcelona,;@luissuarez9,;@leomessi,;@championsleague,;@fcbfemeni,;@o.dembele7,;@laliga,;@fcbarcelonab,;@riquipuig,;@mterstegen1;?;13000000;40481177;19.5 %
France; Paris Saint-Germain ;57400000;2800000;578200;psg;https://www.instagram.com/psg/?hl=es;Sportballers;Sports with a ball;Unknown;Unknown;spain;@marco_verratti92,;@juanbernat,;@angeldimariajm,;@k.mbappe,;@marquinhosm5,;@colin_dagba,;@fondationpsg,;@julienscussel,;@thiagosilva,;@thilokehrer;25000000;?;?;24.3 %
Spain; Sergio Ramos ;49600000;8100000;706000;sergioramos;https://www.instagram.com/sergioramos/?hl=es;Sportballers;Sports with a ball;Unknown;Unknown;spain;@pilarrubio,;@unicef_es,;@primevideoes,;@miguelruizfcb,;@realmadridbasket,;@alejandromoraoficial_,;@pilarrubio_oficial.,;@wizkhalifa,;@sergioramos,;@juangenoves.;9000000;?;19017000;24.6 %
United States; Karim Benzema ;46600000;4900000;773100;karimbenzema;https://www.instagram.com/karimbenzema/?hl=es;Sportballers;Sports with a ball;Unknown;Unknown;spain;@adidasfootball,;@realmadrid,;@xbodyksa,;@xbody_world,;@gogoal.ksa,;@adidas,;@anouar_ayed_bodytec,;@seanfreestyle,;@streetpowergame,;@big.ben.bronzerland;Unknown;430000;Unknown;2.4 %
Brazil; Zlatan Ibrahimovic;52600000;2900000;562100;iamzlatanibrahimovic;https://www.instagram.com/iamzlatanibrahimovic/?hl=es;Sportballers;Sports with a ball;Unknown;Unknown;spain;@padelzenter,;@padelzenterskovde,;@acmilan,;@minoraiola,;@mindthegum,;@hammarbyfotboll,;@mds_sporthorses,;@hakancalhanoglu,;@gatanslag,;@padelzenterarsta;Unknown;Unknown;Unknown;22.3 %
Turkey; UEFA Champions League ;90200000;7100000;337900;championsleague;https://www.instagram.com/championsleague/?hl=es;Sportballers;Sports with a ball;Unknown;Unknown;spain;@mancity,;@gwijnaldum,;@juventus,;@chelseafc,;@spursofficial,;@realmadrid,;@cristiano,;@fcbayern,;@oliverkahn,;@mastercard;11000000;?;39786997;9.1 %
Brazil; James Rodríguez ;49000000;3700000;492300;jamesrodriguez10;https://www.instagram.com/jamesrodriguez10/?hl=es;Sportballers;Sports with a ball;Unknown;Unknown;spain;@jamesrodriguez10real,;@leicysantos10,;@shakira,;@salomerodriguezospi,;@nba,;@nbaeurope,;@okcthunder,;@everton,;@falcao,;@santiagoarias13;Unknown;Unknown;Unknown;46.5 %
Spain; Marcelo Vieira ;52500000;7000000;315200;marcelotwelve;https://www.instagram.com/marcelotwelve/?hl=es;Sportballers;Sports with a ball;Unknown;Unknown;spain;@claricealves,;@adidasfootball,;@realmadrid,;@championsleague,;@miguelruizfcb,;@paulogustavo31,;@daniluiz2,;@fred,;@l7nnon,;@thiagosilva;10300000;Unknown;Unknown;28.1 %
Spain;433;47800000;6300000;311400;433;https://www.instagram.com/433/?hl=es;Sportballers;Sports with a ball;Unknown;Unknown;spain;@433,;@bundesliga,;@fabriziorom,;@trentarnold66,;@bvb09,;@erling.haaland,;@chelseafc,;@realmadrid,;@leomessi,;@cristiano;10000000;Unknown;1771988;6.5 %
Spain; Gareth Bale ;46100000;4900000;341900;garethbale11;https://www.instagram.com/garethbale11/?hl=es;Sportballers;Sports with a ball;Unknown;Unknown;spain;@fawales,;@paulodybala,;@castro1021,;@spenfc,;@jiffyrugby,;@velindrecc,;@samwarbs.,;@djohnsonpga,;@bt_uk,;@necowilliams01;Unknown;Unknown;18752760;20.6 %
Unknown; Vinicius Jr.;15200000;2100000;885900;vinijr;https://www.instagram.com/vinijr/?hl=es;Sportballers;Sports with a ball;Unknown;Unknown;spain;@nike,;@laliga,;@andrellmourao,;@casemiro,;@marcelotwelve,;@karimbenzema,;@sergioramos,;@cristiano,;@jumpman23,;@nikesportswear;Unknown;?;2628061;Unknown
Poland; Robert Lewandowski ;24700000;1300000;636100;_rl9;https://www.instagram.com/_rl9/?hl=es;Sportballers;Sports with a ball;Unknown;Unknown;spain;@fcbayern,;@annalewandowskahpba,;@headandshoulderseu,;@huaweimobilepl,;@tyszka_marcin,;@rl9coffee,;@foods_by_ann,;@s04,;@less_app,;@signorleone.official;5300000;Unknown;Unknown;22.4 %
Spain; Zidane ;31000000;5700000;474200;zidane;https://www.instagram.com/zidane/?hl=es;Sportballers;Sports with a ball;Unknown;Unknown;spain;@easportsfifa,;@adidas,;@adidasfootball,;@realmadrid,;@zidanefiveclub,;@enzo,;@luca,;@theozidane,;@elaofficielle.,;@davidbeckham;Unknown;Unknown;Unknown;18.6 %
India; Mesut Ozil ;24000000;1800000;537000;m10_official;https://www.instagram.com/m10_official/?hl=es;Sportballers;Sports with a ball;Unknown;Unknown;spain;@premierleague,;@gulseamine,;@matteoguendouzi,;@danhardmandesign,;@m10_esports,;@mathieuflamini,;@hideandjack,;@albertofranceschi,;@s04,;@stuart_photoafc;Unknown;Unknown;Unknown;18.4 %
Brazil; Philippe Coutinho ;24400000;2200000;448800;phil.coutinho;https://www.instagram.com/phil.coutinho/?hl=es;Sportballers;Sports with a ball;Unknown;Unknown;spain;@cbf_futebol,;@lucasfigfoto,;@ainee.c,;@sb_belhasa,;@fame.park,;@nissan,;@vasconcellosjuan,;@championsleague,;@laliga,;@luissuarez9;Unknown;Unknown;Unknown;28.6 %
Unknown; Sergio Leonel Aguero ;22200000;2200000;457100;kunaguero;https://www.instagram.com/kunaguero/?hl=es;Sportballers;Sports with a ball;Unknown;Unknown;spain;@pumafootball,;@dolcegabbana,;@dolcegabbana_man,;@soficalzetti,;@suresportuk,;@aguerobenja19,;@leomessi,;@kruesports,;@zettia_,;@kunaguero;Unknown;Unknown;Unknown;Unknown
Unknown; Luis Suarez ;43000000;3300000;244100;luissuarez9;https://www.instagram.com/luissuarez9/?hl=es;Sportballers;Sports with a ball;Unknown;Unknown;spain;@sofibalbi,;@pumafootball,;@fcbarcelona,;@miguelruizfcb,;@clement_lenglet,;@emiliano.aguirree,;@aliexpresses,;@goldenconcept,;@goldenconcept.,;@karolg;Unknown;Unknown;17020089;
Spain; Luka Modric ;21400000;4000000;463400;lukamodric10;https://www.instagram.com/lukamodric10/?hl=es;Sportballers;Sports with a ball;Unknown;Unknown;spain;@hns_cff,;@dragosopta,;@bloomsburypublishing,;@rocaeditorial,;@nikefootball,;@juegaterapiaorg,;@mateokovacic8,;@championsleague,;@laliga,;@cocacolahr;Unknown;Unknown;2090827;30.7 %
Spain; Gerard Piqué;19700000;3900000;502200;3gerardpique;https://www.instagram.com/3gerardpique/?hl=es;Sportballers;Sports with a ball;Unknown;Unknown;spain;@borisbeckerofficial,;@usopen,;@daviscupfinals,;@miguelruizfcb,;@laliga,;@fcbarcelona,;@nikefootball,;@nike,;@waldorfastoriamaldives,;@mascherano14;?;Unknown;20275978;44.1 %
